"id","add","group_id","value","hash_post","hash_text","post_created","html"
"167","2023-05-01 21:12:11.278751","3","Zapraszamy wszystkich na Kebaba pod Galerie Graffica do Bafry. Jesteśmy już otwarci do 21. Realizujemy dowozy 
 menu w komentarzu, numer tel do dowozu 883 663 503","36927e25521a29e76aba951ba9ad33bd","7c95e0b90e4a266eddcc26fa0369feb6","niedziela, 30 kwietnia 2023 o 15:01","-"
"168","2023-05-01 21:12:20.796146","3","Zapraszamy na wieczór z retro muzyką na żywo!
Wrażenia zapewni wam duet Muppet and Puppet !
Usłyszycie muzykę z lat 50,60,70 w stylistyce rockandrolla, bluesa, country i jazzu.","29147fa13dea0ff05123a0cd66e4b2e1","5372635b79f92d5bdc1314b03ecb8eec","niedziela, 30 kwietnia 2023 o 15:01","-"
"169","2023-05-01 21:12:34.734920","3","Otwarcie sezonu w ADRENALINA PARK!
Szukasz niezapomnianych wrażeń pełnych adrenaliny?
Serdecznie zapraszamy do rezerwacji terminu na rozgrywki paintball
Nasza lokalizacja:
HARTA 
kierunek Dynów, niecałe 30min od Rzeszowa
Kontakt 
     531 016 559
wyprawyquadami.rzeszow@gmail.com
Follow 
IG: @adrenalina.park
TikTok: @adrenalinapark
#adrenalina #paintball #quady #offroad #integracja #wypad #wyprawyquadami #strzelanka #przeszkody #kulkimocy #wolnyczas #kawalerski #panieński #pomysłnaintegracje #integracja #niezapomnianechwile #przygoda #rzeszow #harta","281b700a81b33bf4b8ff2bc2d676d3d6","1471b81f5f5c29244f6c22c83ae0881b","niedziela, 30 kwietnia 2023 o 15:01","-"
"170","2023-05-01 21:12:46.069169","3","Zapraszam na MENSCAPE- 
4-dniowy warsztat pracy z ciałem i emocjami dla mężczyzn w naturze, z dala od betonu i zgiełku miasta 
https://facebook.com/events/s/menscape-warsztat-pracy-z-cia%C5%82/172760661972485/","a81121a1f2ff4a11076591a1dfc26c37","0f7b63234a553864722c9fbd14c30b99","niedziela, 30 kwietnia 2023 o 15:01","-"
"171","2023-05-01 21:12:54.669273","3","Nasi kierowcy nie tylko zawiozą Was do celu ale również: zrobią zakupy na wybrany adres, przewozimy zwierzęta domowe, do Państwa dyspozycji mamy busy 6 os. na prośbę klienta kierowcazaczeka aż klient bezpiecznie znajdziesię w budynku","789481a036e892b846c7b29aa287e847","6fae16f48e7db250f8f8a365203240c9","niedziela, 30 kwietnia 2023 o 15:01","-"
"172","2023-05-01 21:13:03.392315","3","Już dokładnie za tydzień startujemy z Letnim Ogródkiem Kulturalnym, a teraz dokładamy do pieca, gdyż zaraz po koncercie ponownie odpalimy największą domówkę- Domówka u Janusza  Tym razem bawić się będziemy w rytm polskich hitów lat 50'-80' Szykujcie nogi do tańca i tematyczne stylówki ","e2a896d066370f7b55fc97f106a258f4","fab4f81dfcc9c74c674d99be52a66a22","niedziela, 30 kwietnia 2023 o 15:01","-"
"173","2023-05-01 21:13:12.128289","3","Zapraszam ","1da74ba3f75e986bac3b189074489513","81082f0e35385fe7f01831148e5b73ac","niedziela, 30 kwietnia 2023 o 15:01","-"
"174","2023-05-01 21:13:20.733955","3","Już w ten piątek metalcore'owe uderzenie w Pub Spółdzielczy RzeszówBILETY: https://goout.net/.../my-own-abyss+iron-head.../sznvrpv/WYDARZENIE: W!LD TOUR! MY OWN ABYSS / IRON HEAD / STIGMA MORTIS / 28.04.23 / Rzeszów, Pub SpółdzielczySerdecznie zapraszamy!","c7ebe375a89470cf63346352c7c06f51","5611ae4414ef14fcbd5456cfcc0317ed","niedziela, 30 kwietnia 2023 o 15:01","-"
"175","2023-05-01 21:13:29.183284","3","19 maja o 20:30 zapraszamy na ostrą rozgrzewkę przed 18-stką Rockowej Noc  Będzie Zagrają: Deceaded  Hermetic Evolution Halucynogen ","cbf9268d901ef517c99d61e764829cfe","7bb9da70f8031e6adf8b4bbd2cc1863d","niedziela, 30 kwietnia 2023 o 15:01","-"
"176","2023-05-01 21:13:37.626017","3","Darmowe warsztaty w Rzeszowie!  zapraszamy na wydarzenie i konsultacje fizjoterapeutyczną ","0babf37208b7249238d9c892b34ae7fe","f63dcbd1bdc9f66f30e61fd9959a58b1","niedziela, 30 kwietnia 2023 o 15:01","-"
"177","2023-05-01 21:13:46.191921","3","Zapraszam na projekcję filmu dokumentalnego ""Hongkończyk"", którego bohaterem jest Jimmy Lai, przedsiębiorca, potentat medialny i działacz prodemokratyczny, prześladowany i uwięziony za otwartą krytykę Komunistycznej Partii Chin.Projekcja odbędzie się w sobotę 29 kwietnia o godzinie 18.00 w Rzeszowie, Klub Kultury Zodiak, ulica Mieszka I 48/50. Wstęp wolny","a5c6bfd037578bb1fd51e270b8620951","cb4512c474c0b76b03e4fa2f3c498306","niedziela, 30 kwietnia 2023 o 15:01","-"
"178","2023-05-01 21:13:54.774910","3","Zapraszam ! Podaruj sobie czas dla siebie , dla zatrzymania się i posłuchania siebie , a rozbudź w sobie autentyczność - rozbudź w sobie moc kobiecego serca i moc umysłu ! O tym będzie jutro ! ","5ea7fd360ee284a59fe95ef15cfa2d3b","60954b10483549780896b580c329f0f0","niedziela, 30 kwietnia 2023 o 15:01","-"
"179","2023-05-01 21:14:03.497681","3","Zapraszam na MENSCAPE- 4-dniowy warsztat pracy z ciałem i emocjami dla mężczyzn w naturze, z dala od betonu i zgiełku miasta https://facebook.com/events/s/menscape-warsztat-pracy-z-cia%C5%82/172760661972485/","484fc3b617cb4fe5918d987f776b9a4f","5cb3667fb187c923c9c26fce6ae8b0dd","niedziela, 30 kwietnia 2023 o 15:01","-"
"180","2023-05-01 21:14:12.131486","3","Już jutro legenda europejskiego power metalu odwiedzi Lublin!  Zapraszamy na koncert!  ","1b05570332b5964348ee681a2f330f76","aa7570bdb495192c7d8959e521c8dd82","niedziela, 30 kwietnia 2023 o 15:01","-"
"181","2023-05-01 21:14:20.636107","3","Wszystkie drogi prowadzą do Rzymu 18.06.2023 godz.18:00Rzeszów Filharmonia Podkarpacka, ul. Fryderyka Chopina 30Największe przeboje muzyki włoskiej ! Utwory z repertuaru min. Al Bano, Andrei Bocellego, Adriana Celentano . Bilety ","d52ac27541831fa50fb97a1420f972d9","57e6cefd4c587e39a0a0dfbc4fe72442","niedziela, 30 kwietnia 2023 o 15:01","-"
"182","2023-05-01 21:14:29.644541","3","https://facebook.com/events/s/spotkaj-sie-z-bogiem-rzeszow/6046579602125729/To już dzisiaj Niesamowite wydarzenie, które odmieni twoje życie … Zobacz więcej","33aeb547cb367b8c3de281ffd2f2a40c","6d933897bea8f6ae32f38b72a812bdf7","niedziela, 30 kwietnia 2023 o 15:01","-"
"183","2023-05-01 21:14:38.443581","3","Otwieramy sezon grillowy a wraz z nim nasze sklepy Sidovski.com oraz Szuruburu - Detailing Shop .Zapraszamy dzisiaj od godziny 15.00Warszawska 8535-230 RzeszówOficjalne otwarcie sklepów Sidovski oraz Szuruburu w Rzeszowie","10ec84c4be1dbe9a8c60458c20e5f763","744c13c2ba65a72374e00920821270d7","niedziela, 30 kwietnia 2023 o 15:01","-"
"184","2023-05-01 21:14:47.126061","3","Zapraszamy do zapisów! ","ae9a0117aca5238313ed0e5aa628124e","81054f4aa26f92191e2a6341bce4f2ac","niedziela, 30 kwietnia 2023 o 15:01","-"
"185","2023-05-01 21:14:55.740148","3","Maturzysto! Już dziś ruszają zapisy na WIELKĄ POWTÓRKĘ PRZED MATURĄ! Nie zwlekaj zapisz się już dziś! … Zobacz więcej","0ab2f82fefed7e5abb7a92b34bcf6d22","98339ede21921a1ea49fd6cb4a7f84ab","niedziela, 30 kwietnia 2023 o 15:01","-"
"186","2023-05-01 21:15:04.195664","3","Dzisiaj OSTATNI DZIEŃ zapisów na warsztaty psychologiczne, podczas których z udziałem koni będziemy poznawać samych siebie, swoje emocje i metody pracy z nimi. Dowiemy się też jak nasze samopoczucie i nastawienie wpływa na otaczające nas środowisko, a także poszukamy kontaktu z własnym ciałem. Nie zwlekaj i daj się zabrać na niesamowitą przygodę w sercu Pogórza Dynowskiego!Zapisy dzisiaj do godziny 18:00 pod numerem 509 667 671. … Zobacz więcej","0702db714df125aa6e5a6a4be0ecaf77","8f31542b6fc0db639e0ef1bfa7103c6c","niedziela, 30 kwietnia 2023 o 15:01","-"
"187","2023-05-01 21:15:12.623613","3"," Przypominamy o Dancingu w Złotym PałacuDostępne są jeszcze wolne miejsca dla par a także dla większych grup, zapraszamy !___________________Rezerwacje  881 280 420,  535 405 665 k… Zobacz więcej","84d10392b70bad065bc5fd8ca85a8380","8b6ff2e6728a8e57acd4cef2c516b623","niedziela, 30 kwietnia 2023 o 15:01","-"
"188","2023-05-01 21:15:21.036933","3"," Dancing z muzyką na żywo Mamy ogromną przyjemność zaprosić Państwa na Dancing w Złotym Pałacu z muzyką na żywo, którą zapewni RICO BAND Dostępne są 3 … Zobacz więcej","6593046419a1d2c4afcbadbf6eea021f","a99605fabb3b11077c739e4db2578f31","niedziela, 30 kwietnia 2023 o 15:01","-"
"189","2023-05-01 21:15:29.724009","3","Zapraszamy  na Relaksacyjną kąpiel w dzwiękach  w Joga OK studio w niedzielę 23.04. Szczegóły w wydarzeniu:https://facebook.com/events/s/ceremonia-dzwieku-relaksacyjna/235007692420201/","3bb57227fdc40263cbb5adf7da9f4159","e506ca649e0900fac3aa0aefb175c18f","niedziela, 30 kwietnia 2023 o 15:01","-"
"190","2023-05-01 21:43:05.022202","3","Zapraszamy wszystkich na Kebaba pod Galerie Graffica do Bafry. Jesteśmy już otwarci do 21. Realizujemy dowozy 
 menu w komentarzu, numer tel do dowozu 883 663 503","36927e25521a29e76aba951ba9ad33bd","7c95e0b90e4a266eddcc26fa0369feb6","niedziela, 30 kwietnia 2023 o 15:01","-"
"191","2023-05-01 21:43:14.431648","3","Zapraszamy na wieczór z retro muzyką na żywo!
Wrażenia zapewni wam duet Muppet and Puppet !
Usłyszycie muzykę z lat 50,60,70 w stylistyce rockandrolla, bluesa, country i jazzu.","29147fa13dea0ff05123a0cd66e4b2e1","5372635b79f92d5bdc1314b03ecb8eec","niedziela, 30 kwietnia 2023 o 15:01","-"
"192","2023-05-01 21:43:23.645212","3","Otwarcie sezonu w ADRENALINA PARK!
Szukasz niezapomnianych wrażeń pełnych adrenaliny?
Serdecznie zapraszamy do rezerwacji terminu na rozgrywki paintball
Nasza lokalizacja:
HARTA 
kierunek Dynów, niecałe 30min od Rzeszowa
Kontakt 
     531 016 559
wyprawyquadami.rzeszow@gmail.com
Follow 
IG: @adrenalina.park
TikTok: @adrenalinapark
#adrenalina #paintball #quady #offroad #integracja #wypad #wyprawyquadami #strzelanka #przeszkody #kulkimocy #wolnyczas #kawalerski #panieński #pomysłnaintegracje #integracja #niezapomnianechwile #przygoda #rzeszow #harta","281b700a81b33bf4b8ff2bc2d676d3d6","1471b81f5f5c29244f6c22c83ae0881b","niedziela, 30 kwietnia 2023 o 15:01","-"
"193","2023-05-01 21:43:33.384640","3","Zapraszam na MENSCAPE- 
4-dniowy warsztat pracy z ciałem i emocjami dla mężczyzn w naturze, z dala od betonu i zgiełku miasta 
https://facebook.com/events/s/menscape-warsztat-pracy-z-cia%C5%82/172760661972485/","a81121a1f2ff4a11076591a1dfc26c37","0f7b63234a553864722c9fbd14c30b99","niedziela, 30 kwietnia 2023 o 15:01","-"
